ID,required language,position name,work experience,education,salary_lower_bound,salary_upper_bound,company scale,location,series level,company_name,search num
247,Python,Python开发工程师,1-3year,junior college,8,12,15-50人,Guangzhou,startup (no financing),钱鹿,249000
248,Python,Python开发工程师,1-3year,Unlimited,12,20,500-2000人,Hangzhou,mature (no financing need),汽车超人,2040000
249,Python,Python开发工程师,1-3year,junior college,8,16,50-150人,Shanghai,developing (A round),凭安信用,360000
250,Python,Python开发工程师,3-5year,junior college,10,20,15-50人,Shanghai,startup (no financing need),纽熙,2260
251,Python,Python开发工程师,unlimited,junior college,5,10,50-150人,Beijing,developing (A round),娜迦信息,1410000
252,Python,Python开发工程师,unlimited,Bachelor,10,20,500-2000人,Chengdu,listed company,陌陌科技,2080000
253,Python,Python开发工程师,1-3year,junior college,15,30,150-500人,Beijing,listed company,陌陌,13100000
254,Python,Python开发工程师,1-3year,Bachelor,15,30,150-500人,Beijing,listed company,陌陌,13100000
255,Python,Python开发工程师,unlimited,Bachelor,8,15,150-500人,Beijing,developing (B round),妙计旅行,1400000
256,Python,Python开发工程师,1-3year,Bachelor,8,16,少于15人,Shenzhen,startup (no financing),米点,18800000
257,Python,Python开发工程师,3-5year,Bachelor,23,30,50-150人,Shanghai,developing (B round),妈妈帮,19100000
258,Python,Python开发工程师,1-3year,Bachelor,15,30,500-2000人,Beijing,listed company,猎豹移动,7040000
259,Python,Python开发工程师,1-3year,junior college,8,15,150-500人,Beijing,listed company,联合永道,169000
260,Python,Python开发工程师,3-5year,Bachelor,11,20,15-50人,Shanghai,developing (A round),联车科技,3760000
261,Python,Python开发工程师,3-5year,Bachelor,18,25,2000人以上,Beijing,listed company,乐视,16000000
262,Python,Python开发工程师,3-5year,Bachelor,10,20,2000人以上,Beijing,listed company,乐视,16000000
263,Python,Python开发工程师,less than 1 year,junior college,6,10,15-50人,Beijing,startup (no financing),乐飞天下,116000
264,Python,Python开发工程师,1-3year,Bachelor,8,12,500-2000人,Guangzhou,listed company,蓝盾信息安全技术股份有限公司,627000
265,Python,Python开发工程师,1-3year,Bachelor,6,12,50-150人,Wuhan,developing (no financing need),凯信控股,387000
266,Python,Python开发工程师,1-3year,Bachelor,6,10,50-150人,Wuhan,developing (no financing need),凯信控股,387000
267,Python,Python开发工程师,3-5year,junior college,15,25,少于15人,Beijing,startup (no financing),卡来宝,1300000
268,Python,Python开发工程师,unlimited,Unlimited,8,12,15-50人,Beijing,startup (angel round),卡车司机,4300000
269,Python,Python开发工程师,3-5year,junior college,8,15,15-50人,Wuhan,startup (no financing need),京峰教育-专注互联网在线教育,5850
270,Python,Python开发工程师,3-5year,Bachelor,15,25,2000人以上,Hangzhou,listed company,京东金融,5280000
271,Python,Python开发工程师,1-3year,Bachelor,15,25,15-50人,Shanghai,developing (A round),进馨科技,554000
272,Python,Python开发工程师,3-5year,junior college,15,28,150-500人,Beijing,developing (B round),近邻宝,99400
273,Python,Python开发工程师,1-3year,Bachelor,15,22,150-500人,Beijing,developing (B round),近邻宝,99400
274,Python,Python开发工程师,1-3year,Bachelor,8,16,150-500人,Beijing,developing (no financing need),捷通华声,440000
275,Python,Python开发工程师,1-3year,Bachelor,8,16,150-500人,Beijing,developing (no financing need),捷通华声,440000
276,Python,Python开发工程师,less than 1 year,junior college,6,10,150-500人,Beijing,listed company,极地安全,2460000
277,Python,Python开发工程师,3-5year,Bachelor,15,25,15-50人,Beijing,developing (A round),惠开心,962000
278,Python,Python开发工程师,3-5year,Bachelor,15,25,50-150人,Beijing,developing (B round),会分期,1930000
279,Python,Python开发工程师,3-5year,Bachelor,10,20,50-150人,Beijing,developing (B round),会分期,1930000
280,Python,python开发工程师,1-3year,junior college,8,15,2000人以上,Guangzhou,listed company,欢聚时代（多玩YY）,2110000
281,Python,Python开发工程师,3-5year,Bachelor,15,25,500-2000人,Shanghai,mature (C round),华云数据,1360000
282,Python,Python开发工程师,3-5year,Bachelor,15,25,2000人以上,Beijing,mature (no financing need),恒昌利通,471000
283,Python,Python开发工程师,1-3year,Unlimited,7,12,15-50人,Guangzhou,startup (no financing need),昊恒科技,382000
284,Python,Python开发工程师,1-3year,junior college,8,15,150-500人,Shenzhen,listed company,海云天科技,2040000
285,Python,python开发工程师,unlimited,Bachelor,8,15,15-50人,Guangzhou,startup (no financing need),广州加研社科技有限公司,1570000
286,Python,Python开发工程师,unlimited,Bachelor,13,25,150-500人,Beijing,mature (C round),更美APP,5900000
287,Python,Python开发工程师,3-5year,Bachelor,15,25,50-150人,Hangzhou,developing (A round),粉蓝医疗,301000
288,Python,python开发工程师,3-5year,Bachelor,15,30,2000人以上,Beijing,listed company,房天下,16400000
289,Python,Python开发工程师,1-3year,Bachelor,6,10,15-50人,Guangzhou,startup (no financing need),法索信息科技,3050
290,Python,Python开发工程师,1-3year,Bachelor,13,26,2000人以上,Shanghai,mature (D round or over),饿了么,15600000
291,Python,Python开发工程师,1-3year,Bachelor,10,20,150-500人,Shenzhen,developing (A round),对酒当歌,4950000
292,Python,Python开发工程师,1-3year,Bachelor,10,20,150-500人,Shanghai,startup (angel round),动景集团,250000
293,Python,python开发工程师,3-5year,Bachelor,15,30,50-150人,Beijing,developing (B round),第三石科技,193000
294,Python,Python开发工程师,3-5year,Bachelor,15,20,500-2000人,Beijing,listed company,大智慧,13200000
295,Python,Python开发工程师,3-5year,Bachelor,15,20,500-2000人,Beijing,listed company,大智慧,13200000
296,Python,Python开发工程师,3-5year,junior college,20,40,50-150人,Beijing,mature (C round),赤子城,616000
297,Python,Python开发工程师,1-3year,junior college,15,30,50-150人,Beijing,mature (C round),赤子城,616000
298,Python,Python开发工程师,3-5year,Bachelor,20,40,150-500人,Beijing,mature (C round),赤子城,616000
299,Python,Python开发工程师,1-3year,junior college,15,30,150-500人,Beijing,mature (C round),赤子城,616000
300,Python,Python开发工程师,3-5year,Bachelor,15,30,150-500人,Beijing,mature (C round),赤子城,616000
301,Python,python开发工程师,1-3year,Bachelor,8,16,15-50人,Beijing,developing (A round),彩视,1680000
302,Python,Python开发工程师,1-3year,Bachelor,10,10,50-150人,Beijing,developing (A round),博纳讯动,18600
303,Python,Python开发工程师,1-3year,Bachelor,15,30,50-150人,Beijing,startup (no financing),北京神黄科技股份有限公司,275000
304,Python,Python开发工程师,1-3year,Unlimited,8,15,15-50人,Beijing,startup (no financing),北京领邦广告有限公司,9420
305,Python,Python开发工程师,1-3year,junior college,10,15,50-150人,Hangzhou,developing (A round),爆米花网,2300000
306,Python,Python开发工程师,1-3year,Bachelor,8,15,15-50人,Guangzhou,startup (no financing),百马汇,491000
307,Python,Python开发工程师,3-5year,Bachelor,15,25,150-500人,Shanghai,developing (A round),爱福窝,11200000
308,Python,Python开发工程师,1-3year,Bachelor,15,25,150-500人,Shanghai,developing (A round),爱福窝,11200000
309,Python,Python开发高级工程师,3-5year,junior college,20,35,少于15人,Shenzhen,startup (angel round),至宝网络,2150000
310,Python,python开发高级工程师,unlimited,Unlimited,20,30,50-150人,Hangzhou,developing (A round),伊尚时尚科技,50
311,Python,Python开发/网络爬虫,unlimited,Bachelor,4,8,少于15人,Hangzhou,startup (no financing),一开网络,34200000
312,Python,Python开发(测试开发）,3-5year,Bachelor,10,20,150-500人,Shenzhen,developing (no financing need),盖威,264000
313,Python,Python开发-3年以上经验,3-5year,Bachelor,10,15,500-2000人,Shenzhen,mature (no financing need),同方鼎欣,209000
314,Python,Python开发,5-10year,Bachelor,15,25,50-150人,Shanghai,developing (A round),NextTao,594000
315,Python,python开发,1-3year,junior college,10,16,50-150人,Shenzhen,listed company,iTools,9740000
316,Python,Python开发,unlimited,Bachelor,15,30,50-150人,Shanghai,developing (A round),DAOCLOUD,409000
317,Python,Python开发,3-5year,junior college,10,18,150-500人,Beijing,developing (B round),云思创想,3590
318,Python,Python开发,1-3year,junior college,10,15,50-150人,Beijing,mature (C round),艺动娱乐,199000
319,Python,Python开发,1-3year,junior college,8,12,15-50人,Shenzhen,developing (A round),玩积分,5230000
320,Python,Python开发,1-3year,junior college,8,15,150-500人,Shanghai,developing (B round),数库(上海)科技有限公司,93900000
321,Python,Python开发,1-3year,junior college,15,25,15-50人,Shanghai,startup (no financing),十四行诗Sonetto,2430
322,Python,Python开发,1-3year,Bachelor,10,20,150-500人,Shanghai,developing (no financing need),上海沪方,4390000
323,Python,Python开发,1-3year,Unlimited,10,20,少于15人,Shanghai,startup (angel round),上海风述信息科技有限公司,3070000
324,Python,Python开发,unlimited,Bachelor,10,20,150-500人,Beijing,developing (B round),闪银奇异,439000
325,Python,Python开发,1-3year,Bachelor,10,20,150-500人,Beijing,developing (B round),闪银奇异,439000
326,Python,Python开发,unlimited,Bachelor,6,12,15-50人,Chengdu,startup (angel round),融数通科技,4630
327,Python,Python开发,unlimited,Bachelor,8,15,15-50人,Shenzhen,startup (angel round),融数通科技,4630
328,Python,python开发,less than 1 year,junior college,4,6,15-50人,Hangzhou,startup (no financing),陌仟,1000000
329,Python,Python开发,1-3year,Bachelor,9,18,15-50人,Shenzhen,developing (A round),马顿科技,171000
330,Python,Python开发,1-3year,junior college,10,15,50-150人,Shanghai,developing (A round),乐屋（上海）电子商务有限公司,23800
331,Python,Python开发,3-5year,Bachelor,20,30,50-150人,Beijing,developing (no financing need),嘉琪科技,1550000
332,Python,Python开发,3-5year,Bachelor,15,25,500-2000人,Shanghai,mature (C round),华云数据,1360000
333,Python,Python开发,3-5year,Bachelor,20,35,150-500人,Shenzhen,mature (C round),航仕科技,32300
334,Python,Python开发,3-5year,Bachelor,6,12,150-500人,Hangzhou,listed company,杭州盈丰软件股份有限公司,39600
335,Python,Python开发,3-5year,Bachelor,20,35,2000人以上,Beijing,developing (A round),瓜子二手车直卖网,2780000
336,Python,Python开发,3-5year,Bachelor,8,15,500-2000人,Wuhan,mature (no financing need),方正璞华,21900
337,Python,Python开发,5-10year,junior college,20,28,500-2000人,Shanghai,mature (no financing need),方付通,72700
338,Python,Python开发,1-3year,Unlimited,6,12,50-150人,Nanjing,developing (no financing need),道朋科技,29100000
339,Python,Python开发,1-3year,Bachelor,8,15,2000人以上,Beijing,developing (B round),诚迈科技,419000
340,Python,Python开发,1-3year,junior college,12,18,2000人以上,Beijing,listed company,博彦科技,1060000
341,Python,Python架构师/高级python工程师,3-5year,junior college,25,35,50-150人,Beijing,startup (no financing),睿峰股份,335000
342,Python,Python架构师/高级python工程师,3-5year,junior college,25,35,50-150人,Beijing,startup (no financing),睿峰股份,335000
343,Python,Python架构师/高级工程师,3-5year,Bachelor,20,35,150-500人,Beijing,developing (B round),闪银奇异,439000
344,Python,Python架构师,5-10year,Bachelor,30,35,150-500人,Beijing,developing (B round),微车,11200000
345,Python,Python技术负责人,3-5year,Bachelor,20,30,50-150人,Beijing,developing (A round),FellowPlus,1300000
346,Python,python后台开发工程师（快拍）,3-5year,junior college,15,20,150-500人,Shenzhen,developing (B round),新华云帆,1030000
347,Python,Python后台开发工程师,1-3year,Bachelor,10,15,150-500人,Beijing,developing (no financing need),TCL互联网事业本部,235000
348,Python,python后台开发工程师,unlimited,Bachelor,8,15,15-50人,Wuhan,developing (A round),SendCloud,26000
349,Python,Python后台开发工程师,3-5year,Bachelor,15,25,少于15人,Beijing,startup (angel round),左右堂,4260000
350,Python,Python后台开发工程师,1-3year,Bachelor,15,25,150-500人,Beijing,developing (B round),智课网,1560000
351,Python,python后台开发工程师,1-3year,Bachelor,10,20,150-500人,Shenzhen,developing (A round),小农女,1510000
352,Python,Python后台开发工程师,1-3year,junior college,8,15,150-500人,Suzhou,mature (C round),思必驰科技,434000
353,Python,Python后台开发工程师,3-5year,junior college,7,12,2000人以上,Chengdu,developing (A round),钱钱金融,25900000
354,Python,Python后台开发工程师,1-3year,Bachelor,12,20,15-50人,Shenzhen,startup (angel round),绿星云,366000
355,Python,Python后台开发工程师,3-5year,junior college,12,20,50-150人,Shenzhen,developing (B round),湖南快拍,221000
356,Python,Python后台开发工程师,1-3year,Bachelor,15,25,15-50人,Beijing,startup (angel round),北京萤火虫科技有限公司,42100
357,Python,python后台开发程序员,1-3year,Bachelor,10,16,50-150人,Guangzhou,developing (no financing need),CNICG,34300
358,Python,Python后台开发,1-3year,Bachelor,10,20,150-500人,Shenzhen,developing (B round),云帆流量,7680000
359,Python,Python后台开发,3-5year,Bachelor,25,40,2000人以上,Shenzhen,listed company,腾讯,70300000
360,Python,Python后台及服务器开发,1-3year,Bachelor,10,20,少于15人,Shanghai,developing (A round),赢谊电子,80
361,Python,Python后台工程师,3-5year,Bachelor,18,35,15-50人,Beijing,developing (A round),路书,9580000
362,Python,Python后台工程师,unlimited,Bachelor,12,12,少于15人,Beijing,startup (angel round),豪游网络,50800
363,Python,Python后端研发工程师,unlimited,Bachelor,7,14,150-500人,Nanjing,developing (no financing need),厚建,101000
364,Python,Python后端研发工程师,3-5year,Unlimited,13,25,50-150人,Shanghai,developing (A round),斗象科技,94100
365,Python,python后端实习,unlimited,junior college,3,4,少于15人,Hangzhou,startup (no financing need),野栩网络,21
366,Python,Python后端开发工程师-算法方向,1-3year,Bachelor,18,30,50-150人,Beijing,developing (A round),小饭桌,4020000
367,Python,Python后端开发工程师-数据方向,1-3year,Bachelor,18,30,50-150人,Beijing,developing (A round),小饭桌,4020000
368,Python,Python后端开发工程师,unlimited,Bachelor,10,20,15-50人,Shenzhen,developing (A round),Percolata,73
369,Python,Python后端开发工程师,1-3year,Bachelor,10,20,2000人以上,Shanghai,mature (D round or over),饿了么,15600000
370,Python,Python后端开发工程师,1-3year,Bachelor,10,20,500-2000人,Shanghai,listed company,百姓网,11000000
